GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Description,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,IsInterception,IsFumble,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2016122500,2016-12-25,1,9,24,PIT,BAL,2,3,42,"(9:24) (NO HUDDLE, SHOTGUN) 7-B.ROETHLISBERGER PASS INCOMPLETE SHORT LEFT TO 17-E.ROGERS. PENALTY ON BAL-57-C.MOSLEY, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT PIT 42 - NO PLAY.",0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,0,0,,42,OWN,1,BAL,1,UNNECESSARY ROUGHNESS,15
2016122500,2016-12-25,1,7,8,BAL,PIT,1,10,19,"(7:08) 5-J.FLACCO PASS SHORT MIDDLE TO 89-S.SMITH PUSHED OB AT PIT 37 FOR 44 YARDS (25-A.BURNS). PENALTY ON PIT-25-A.BURNS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT PIT 37.",44,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,0,0,,19,OWN,1,PIT,0,UNNECESSARY ROUGHNESS,15
2016122500,2016-12-25,1,5,4,PIT,BAL,3,4,31,"(5:04) (SHOTGUN) PENALTY ON PIT-26-L.BELL, FALSE START, 5 YARDS, ENFORCED AT PIT 31 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,31,OWN,1,PIT,1,FALSE START,5
2016122500,2016-12-25,1,5,4,PIT,BAL,3,9,26,"(5:04) (SHOTGUN) 7-B.ROETHLISBERGER PASS DEEP RIGHT TO 84-A.BROWN TO BAL 6 FOR 68 YARDS (21-L.WEBB). PENALTY ON PIT-84-A.BROWN, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT PIT 26 - NO PLAY.",68,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,0,0,,26,OWN,1,PIT,1,OFFENSIVE PASS INTERFERENCE,10
2016122500,2016-12-25,1,0,51,BAL,PIT,3,5,69,"(:51) (SHOTGUN) 5-J.FLACCO PASS SHORT RIGHT TO 44-K.JUSZCZYK TO PIT 31 FOR NO GAIN (50-R.SHAZIER). PENALTY ON PIT-50-R.SHAZIER, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT PIT 31 - NO PLAY.",0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,0,0,,31,OPP,1,PIT,1,UNNECESSARY ROUGHNESS,15
2016122500,2016-12-25,2,11,54,PIT,BAL,3,9,46,"(11:54) (SHOTGUN) 7-B.ROETHLISBERGER PASS INCOMPLETE SHORT MIDDLE TO 85-X.GRIMBLE (54-Z.ORR) [58-E.DUMERVIL]. PENALTY ON PIT-84-A.BROWN, ILLEGAL SHIFT, DECLINED.",0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,0,0,,46,OWN,0,PIT,0,ILLEGAL SHIFT,0
2016122500,2016-12-25,2,8,41,BAL,PIT,2,7,60,"(8:41) 5-J.FLACCO PASS INCOMPLETE SHORT MIDDLE TO 84-D.WALLER. PENALTY ON BAL-86-N.BOYLE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT PIT 40 - NO PLAY.",0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,0,0,,40,OPP,1,BAL,1,OFFENSIVE HOLDING,10
2016122500,2016-12-25,2,0,29,BAL,PIT,3,6,81,"(:29) (SHOTGUN) 5-J.FLACCO PASS INCOMPLETE DEEP RIGHT TO 88-D.PITTA. COVERAGE BY 28-DAVIS, PRESSURE BY 92-HARRISON.  PENALTY ON BAL, ILLEGAL FORMATION, DECLINED.",0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,0,0,,19,OPP,0,BAL,0,ILLEGAL FORMATION,0
2016122500,2016-12-25,2,0,22,BAL,PIT,4,6,81,"(:22) (FIELD GOAL FORMATION) 9-J.TUCKER 38 YARD FIELD GOAL IS GOOD, CENTER-46-M.COX, HOLDER-4-S.KOCH. PENALTY ON PIT-25-A.BURNS, DEFENSIVE OFFSIDE, DECLINED.",0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,0,0,0,0,,19,OPP,0,PIT,0,DEFENSIVE OFFSIDE,0
2016122500,2016-12-25,4,12,28,PIT,BAL,2,4,50,"(12:28) (NO HUDDLE, SHOTGUN) 7-B.ROETHLISBERGER PASS INCOMPLETE DEEP RIGHT TO 15-D.AYERS. PENALTY ON BAL-36-T.YOUNG, DEFENSIVE PASS INTERFERENCE, 35 YARDS, ENFORCED AT 50 - NO PLAY.",0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,0,0,,50,OPP,1,BAL,1,DEFENSIVE PASS INTERFERENCE,35
2016122500,2016-12-25,4,7,16,PIT,BAL,0,0,85,"9-C.BOSWELL EXTRA POINT IS GOOD, CENTER-60-G.WARREN, HOLDER-4-J.BERRY. PENALTY ON BAL-93-L.GUY, LEVERAGE, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,0,0,0,0,,15,OPP,1,BAL,0,LEVERAGE,15
2016122501,2016-12-25,1,1,57,DEN,KC,2,1,99,"(1:57) 20-J.FORSETT UP THE MIDDLE FOR 1 YARD, TOUCHDOWN. PENALTY ON KC-55-D.FORD, DEFENSIVE OFFSIDE, DECLINED.",1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,0,0,0,0,CENTER,1,OPP,0,KC,0,DEFENSIVE OFFSIDE,0
2016122501,2016-12-25,1,0,53,DEN,KC,1,10,25,"(:53) 13-T.SIEMIAN SACKED AT DEN 25 FOR 0 YARDS (SACK SPLIT BY 92-D.POE AND 55-D.FORD). PENALTY ON KC-39-T.MITCHELL, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT DEN 25 - NO PLAY.",0,UNDER CENTER,SACK,0,0,0,0,,1,0,0,0,0,0,0,,25,OWN,1,KC,1,ILLEGAL CONTACT,5
2016122501,2016-12-25,2,13,32,DEN,KC,3,9,41,"(13:32) (SHOTGUN) 13-T.SIEMIAN PASS SHORT RIGHT TO 10-E.SANDERS TO KC 49 FOR 10 YARDS (49-D.SORENSEN). PENALTY ON DEN-79-M.SCHOFIELD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 41 - NO PLAY.",10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,0,0,,41,OWN,1,DEN,1,OFFENSIVE HOLDING,10
2016122501,2016-12-25,2,9,21,KC,DEN,1,10,68,"(9:21) (SHOTGUN) 11-A.SMITH PASS INCOMPLETE SHORT LEFT. PENALTY ON DEN-51-T.DAVIS, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT DEN 32 - NO PLAY. NO INTEDED RECEIVER. A.SMITH WAS OUT OF THE POCKET AND THREW AWAY THE PASS.",0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,0,0,,32,OPP,1,DEN,1,DEFENSIVE HOLDING,5
2016122501,2016-12-25,2,4,3,KC,DEN,3,1,47,"(4:03) 32-S.WARE LEFT END PUSHED OB AT DEN 40 FOR 13 YARDS (50-Z.ANDERSON). DEN-92-S.WILLIAMS WAS INJURED DURING THE PLAY.  PENALTY ON KC-75-J.REID, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT KC 47 - NO PLAY.",13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,0,0,LEFT END,47,OWN,1,KC,1,OFFENSIVE HOLDING,10
2016122501,2016-12-25,2,1,24,KC,DEN,3,8,28,"(1:24) (SHOTGUN) PENALTY ON KC-11-A.SMITH, FALSE START, 5 YARDS, ENFORCED AT KC 28 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,28,OWN,1,KC,1,FALSE START,5
2016122501,2016-12-25,2,1,12,DEN,KC,1,10,33,"(1:12) (SHOTGUN) 13-T.SIEMIAN PASS SHORT RIGHT TO 11-J.NORWOOD RAN OB AT 50 FOR 17 YARDS [95-C.JONES]. PENALTY ON KC-95-C.JONES, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT 50.",17,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,0,0,,33,OWN,1,KC,0,UNNECESSARY ROUGHNESS,15
2016122501,2016-12-25,2,1,3,DEN,KC,1,10,65,"(1:03) (PASS FORMATION) PENALTY ON DEN-71-D.STEPHENSON, FALSE START, 5 YARDS, ENFORCED AT KC 35 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,35,OPP,1,DEN,1,FALSE START,5
2016122501,2016-12-25,2,1,3,DEN,KC,1,15,60,"(1:03) (SHOTGUN) 13-T.SIEMIAN PASS INCOMPLETE DEEP LEFT TO 88-D.THOMAS. PENALTY ON KC-39-T.MITCHELL, DEFENSIVE HOLDING, OFFSETTING, ENFORCED AT KC 40 - NO PLAY. PENALTY ON DEN-71-D.STEPHENSON, ILLEGAL FORMATION, OFFSETTING.",0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,0,0,,40,OPP,1,KC,1,DEFENSIVE HOLDING,0
2016122501,2016-12-25,3,10,10,DEN,KC,2,10,37,"(10:10) 23-D.BOOKER LEFT END TO DEN 46 FOR 9 YARDS (29-E.BERRY). PENALTY ON KC-95-C.JONES, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT DEN 37 - NO PLAY.",9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,0,0,LEFT END,37,OWN,1,KC,1,DEFENSIVE OFFSIDE,5
2016122501,2016-12-25,3,9,46,DEN,KC,2,5,42,"(9:46) (SHOTGUN) PENALTY ON DEN-71-D.STEPHENSON, FALSE START, 5 YARDS, ENFORCED AT DEN 42 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,42,OWN,1,DEN,1,FALSE START,5
2016122501,2016-12-25,3,4,6,KC,DEN,3,10,67,"(4:06) (SHOTGUN) PENALTY ON KC-71-M.SCHWARTZ, FALSE START, 5 YARDS, ENFORCED AT DEN 33 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,33,OPP,1,KC,1,FALSE START,5
2016122501,2016-12-25,3,4,2,KC,DEN,4,15,62,"(4:02) (PUNT FORMATION) PENALTY ON KC-42-A.SHERMAN, FALSE START, 5 YARDS, ENFORCED AT DEN 38 - NO PLAY.",0,UNDER CENTER,PUNT,0,0,0,0,,0,0,0,0,0,0,0,,38,OPP,1,KC,1,FALSE START,5
2016122501,2016-12-25,3,3,20,DEN,KC,2,4,20,"(3:20) (SHOTGUN) 13-T.SIEMIAN PASS INCOMPLETE SHORT RIGHT. NO INTENDED RECEIVER. T.SIEMIAN WAS OUT OF THE POCKET AND INTENTIONALLY THREW PASS AWAY. PENALTY ON DEN-76-M.GARCIA, INELIGIBLE DOWNFIELD PASS, DECLINED.",0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,0,0,,20,OWN,0,DEN,0,INELIGIBLE DOWNFIELD PASS,0
2016122501,2016-12-25,3,1,37,KC,DEN,3,9,39,"(1:37) (SHOTGUN) PENALTY ON DEN-58-V.MILLER, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT KC 39 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,39,OWN,1,DEN,1,NEUTRAL ZONE INFRACTION,5
2016122501,2016-12-25,4,6,55,DEN,KC,3,3,64,"(6:55) (SHOTGUN) PENALTY ON DEN-71-D.STEPHENSON, FALSE START, 5 YARDS, ENFORCED AT KC 36 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,36,OPP,1,DEN,1,FALSE START,5
2016122501,2016-12-25,4,6,35,DEN,KC,3,8,59,"(6:35) (SHOTGUN) 13-T.SIEMIAN PASS SHORT RIGHT TO 23-D.BOOKER TO KC 37 FOR 4 YARDS (49-D.SORENSEN). FUMBLES (49-D.SORENSEN), TOUCHED AT KC 42, RECOVERED BY KC-49-D.SORENSEN AT KC 41. 49-D.SORENSEN TO KC 42 FOR 1 YARD (16-B.FOWLER). PENALTY ON DEN-71-D.STEPHENSON, UNSPORTSMANLIKE CONDUCT, 15 YARDS, ENFORCED AT KC 42.",4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,1,0,0,,41,OPP,1,DEN,0,UNSPORTSMANLIKE CONDUCT,15
2016122501,2016-12-25,4,6,23,KC,DEN,1,10,57,"(6:23) (SHOTGUN) 35-C.WEST UP THE MIDDLE TO DEN 42 FOR 1 YARD (92-S.WILLIAMS). PENALTY ON DEN-92-S.WILLIAMS, FACE MASK (15 YARDS), 15 YARDS, ENFORCED AT DEN 42.",1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,0,0,CENTER,43,OPP,1,DEN,0,FACE MASK (15 YARDS),15
2016122501,2016-12-25,4,1,55,KC,DEN,3,2,98,"(1:55) REPORTED AS ELIGIBLE PRIOR TO PLAY: B.WITZMANN, Z.FULTON AND D.POE. DIRECT SNAP TO 92-D.POE.  92-D.POE PASS SHORT MIDDLE TO 84-D.HARRIS FOR 2 YARDS, TOUCHDOWN. PENALTY ON KC-84-D.HARRIS, UNSPORTSMANLIKE CONDUCT, 15 YARDS, ENFORCED BETWEEN DOWNS.",2,UNDER CENTER,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,0,0,,2,OPP,1,KC,0,UNSPORTSMANLIKE CONDUCT,15
2016122600,2016-12-26,1,14,53,DAL,DET,1,10,34,"(14:53) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 11-C.BEASLEY. PASS INCOMPLETE OFF PLAY ACTION; ROLL RIGHT. PENALTY ON DAL-72-T.FREDERICK, INELIGIBLE DOWNFIELD PASS, 5 YARDS, ENFORCED AT DAL 34 - NO PLAY.",0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,0,0,,34,OWN,1,DAL,1,INELIGIBLE DOWNFIELD PASS,5
2016122600,2016-12-26,1,11,44,DAL,DET,1,10,83,"(11:44) PENALTY ON DAL-82-J.WITTEN, FALSE START, 5 YARDS, ENFORCED AT DET 17 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,17,OPP,1,DAL,1,FALSE START,5
2016122600,2016-12-26,1,9,22,DET,DAL,2,1,34,"(9:22) (NO HUDDLE, SHOTGUN) 34-Z.ZENNER UP THE MIDDLE TO DAL 46 FOR 20 YARDS (42-B.CHURCH; 31-B.JONES). PENALTY ON DAL-93-B.MAYOWA, DEFENSIVE OFFSIDE, DECLINED.",20,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,0,0,CENTER,34,OWN,0,DAL,0,DEFENSIVE OFFSIDE,0
2016122600,2016-12-26,1,6,23,DET,DAL,1,10,90,"(6:23) (SHOTGUN) PENALTY ON DET-80-A.BOLDIN, FALSE START, 5 YARDS, ENFORCED AT DAL 10 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,10,OPP,1,DET,1,FALSE START,5
2016122600,2016-12-26,1,5,23,DET,DAL,0,0,85,"5-M.PRATER EXTRA POINT IS GOOD, CENTER-48-D.MUHLBACH, HOLDER-6-S.MARTIN. PENALTY ON DAL-30-A.BROWN, ROUGHING THE KICKER, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,0,0,0,0,,15,OPP,1,DAL,0,ROUGHING THE KICKER,15
2016122600,2016-12-26,1,4,6,DAL,DET,1,10,38,"(4:06) PENALTY ON DAL-19-B.BUTLER, FALSE START, 5 YARDS, ENFORCED AT DAL 38 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,38,OWN,1,DAL,1,FALSE START,5
2016122600,2016-12-26,2,12,47,DAL,DET,3,18,21,"(12:47) (SHOTGUN) PENALTY ON DAL, OFFENSIVE 12 ON-FIELD, 5 YARDS, ENFORCED AT DAL 21 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,21,OWN,1,DAL,1,OFFENSIVE 12 ON-FIELD,5
2016122600,2016-12-26,2,6,56,DAL,DET,3,1,33,"(6:56) PENALTY ON DAL-68-D.FREE, FALSE START, 5 YARDS, ENFORCED AT DAL 33 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,33,OWN,1,DAL,1,FALSE START,5
2016122600,2016-12-26,3,13,9,DET,DAL,1,10,39,"(13:09) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE DEEP MIDDLE TO 15-G.TATE. PENALTY ON DET-34-Z.ZENNER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DET 39 - NO PLAY.",0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,0,0,0,0,,39,OWN,1,DET,1,OFFENSIVE HOLDING,10
2016122600,2016-12-26,3,11,24,DAL,DET,2,8,64,"(11:24) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE DEEP RIGHT TO 88-D.BRYANT. PENALTY ON DET-24-N.LAWSON, DEFENSIVE PASS INTERFERENCE, 31 YARDS, ENFORCED AT DET 36 - NO PLAY.",0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,0,0,,36,OPP,1,DET,1,DEFENSIVE PASS INTERFERENCE,31
2016122600,2016-12-26,3,8,22,DET,DAL,4,10,36,"(8:22) (PUNT FORMATION) 6-S.MARTIN PUNTS 54 YARDS TO DAL 10, CENTER-48-D.MUHLBACH. 13-L.WHITEHEAD PUSHED OB AT DAL 10 FOR NO GAIN (35-M.KILLEBREW). PENALTY ON DAL-31-B.JONES, OFFENSIVE HOLDING, 5 YARDS, ENFORCED AT DAL 10.",0,PUNT,PUNT,0,0,0,0,,0,0,0,0,0,0,0,,36,OWN,1,DAL,0,OFFENSIVE HOLDING,5
2016122600,2016-12-26,3,5,21,DAL,DET,1,10,60,"(5:21) 21-E.ELLIOTT LEFT TACKLE TO DET 40 FOR NO GAIN (91-A.ROBINSON). PENALTY ON DET-91-A.ROBINSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT DET 40 - NO PLAY.",0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,0,0,LEFT TACKLE,40,OPP,1,DET,1,UNNECESSARY ROUGHNESS,15
2017010100,2017-01-01,1,8,12,NO,ATL,1,10,61,"(8:12) 68-T.LELITO REPORTED IN AS ELIGIBLE.  PENALTY ON NO-86-J.PHILLIPS, FALSE START, 5 YARDS, ENFORCED AT ATL 39 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,39,OPP,1,NO,1,FALSE START,5
2017010100,2017-01-01,1,0,52,ATL,NO,1,10,25,"(:52) PENALTY ON NO-98-S.RANKINS, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT ATL 25 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,25,OWN,1,NO,1,NEUTRAL ZONE INFRACTION,5
2017010100,2017-01-01,2,15,0,ATL,NO,1,3,97,"(15:00) PENALTY ON ATL-67-A.LEVITRE, FALSE START, 5 YARDS, ENFORCED AT NO 3 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,3,OPP,1,ATL,1,FALSE START,5
2017010100,2017-01-01,2,2,3,ATL,NO,1,10,63,"(2:03) (SHOTGUN) 24-D.FREEMAN LEFT GUARD TO NO 35 FOR 2 YARDS (52-C.ROBERTSON). PENALTY ON NO-90-N.FAIRLEY, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT NO 35.",2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,0,0,LEFT GUARD,37,OPP,1,NO,0,DEFENSIVE HOLDING,5
2017010100,2017-01-01,3,4,43,NO,ATL,3,7,28,"(4:43) (SHOTGUN) PENALTY ON NO-64-Z.STRIEF, FALSE START, 5 YARDS, ENFORCED AT NO 28 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,28,OWN,1,NO,1,FALSE START,5
2017010100,2017-01-01,3,3,8,ATL,NO,3,5,45,"(3:08) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE DEEP RIGHT TO 19-A.ROBINSON. PENALTY ON NO-59-D.ELLERBE, DEFENSIVE OFFSIDE, 4 YARDS, ENFORCED AT ATL 45 - NO PLAY.",0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,0,0,,45,OWN,1,NO,1,DEFENSIVE OFFSIDE,4
2017010100,2017-01-01,3,2,23,ATL,NO,1,10,52,"(2:23) 26-T.COLEMAN LEFT END RAN OB AT NO 45 FOR 3 YARDS (52-C.ROBERTSON). PENALTY ON ATL-70-J.MATTHEWS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NO 48 - NO PLAY.",3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,0,0,LEFT END,48,OPP,1,ATL,1,OFFENSIVE HOLDING,10
2017010100,2017-01-01,3,2,17,ATL,NO,1,20,42,"(2:17) PENALTY ON ATL-70-J.MATTHEWS, FALSE START, 5 YARDS, ENFORCED AT ATL 42 - NO PLAY.",0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,42,OWN,1,ATL,1,FALSE START,5
2017010112,2017-01-01,4,8,33,OAK,DEN,1,10,20,"(8:33) (SHOTGUN) PENALTY ON OAK-71-M.WATSON, FALSE START, 5 YARDS, ENFORCED AT OAK 20 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,20,OWN,1,OAK,1,FALSE START,5
2017010101,2017-01-01,1,0,6,CIN,BAL,1,7,93,"(:06) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE SHORT MIDDLE TO 11-B.LAFELL. PENALTY ON BAL-21-L.WEBB, DEFENSIVE PASS INTERFERENCE, 6 YARDS, ENFORCED AT BAL 7 - NO PLAY.",0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,0,0,,7,OPP,1,BAL,1,DEFENSIVE PASS INTERFERENCE,6
2017010101,2017-01-01,2,0,30,CIN,BAL,1,10,86,"(:30) (SHOTGUN) PENALTY ON CIN-77-A.WHITWORTH, FALSE START, 5 YARDS, ENFORCED AT BAL 14 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,14,OPP,1,CIN,1,FALSE START,5
2017010101,2017-01-01,3,6,5,BAL,CIN,1,10,71,"(6:05) (SHOTGUN) 28-T.WEST RIGHT GUARD TO CIN 23 FOR 6 YARDS (90-M.JOHNSON). PENALTY ON BAL-74-J.HURST, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CIN 29 - NO PLAY.",6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,0,0,RIGHT GUARD,29,OPP,1,BAL,1,OFFENSIVE HOLDING,10
2017010101,2017-01-01,4,14,25,BAL,CIN,2,3,47,"(14:25) (SHOTGUN) 5-J.FLACCO PASS INCOMPLETE SHORT RIGHT. PENALTY ON BAL-5-J.FLACCO, INTENTIONAL GROUNDING, 15 YARDS, ENFORCED AT BAL 47.",0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,0,0,,47,OWN,1,BAL,0,INTENTIONAL GROUNDING,15
2017010102,2017-01-01,1,8,57,DET,GB,3,4,32,"(8:57) (NO HUDDLE, SHOTGUN) PENALTY ON DET-60-G.GLASGOW, FALSE START, 5 YARDS, ENFORCED AT DET 32 - NO PLAY.",0,NO HUDDLE SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,32,OWN,1,DET,1,FALSE START,5
2017010102,2017-01-01,1,7,3,GB,DET,1,10,50,"(7:03) (SHOTGUN) PENALTY ON GB-75-B.BULAGA, FALSE START, 5 YARDS, ENFORCED AT 50 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,50,OPP,1,GB,1,FALSE START,5
2017010102,2017-01-01,1,1,27,DET,GB,2,7,77,"(1:27) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 15-G.TATE RAN OB AT GB 9 FOR 14 YARDS. PENALTY ON DET-15-G.TATE, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT GB 23 - NO PLAY.",14,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,0,0,,23,OPP,1,DET,1,OFFENSIVE PASS INTERFERENCE,10
2017010102,2017-01-01,2,11,56,GB,DET,1,10,86,"(11:56) (SHOTGUN) 12-A.RODGERS PASS SHORT RIGHT TO 82-R.RODGERS TO DET 8 FOR 6 YARDS (32-T.WILSON). PENALTY ON DET-26-D.CAREY, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT DET 14 - NO PLAY.",6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,0,0,,14,OPP,1,DET,1,DEFENSIVE HOLDING,5
2017010102,2017-01-01,2,4,33,GB,DET,1,10,35,"(4:33) 12-A.RODGERS PASS SHORT LEFT TO 17-D.ADAMS PUSHED OB AT DET 47 FOR 18 YARDS (27-G.QUIN). PENALTY ON GB-83-J.JANIS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT GB 38.",18,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,0,0,,35,OWN,1,GB,0,OFFENSIVE HOLDING,10
2017010102,2017-01-01,2,3,30,GB,DET,2,16,29,"(3:30) (SHOTGUN) 12-A.RODGERS SCRAMBLES RIGHT END RAN OB AT GB 33 FOR 4 YARDS (99-K.THORNTON). PENALTY ON GB-70-T.LANG, OFFENSIVE HOLDING, DECLINED.",4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,0,0,0,0,,29,OWN,0,GB,0,OFFENSIVE HOLDING,0
2017010102,2017-01-01,2,3,1,GB,DET,3,12,33,"(3:01) (SHOTGUN) 12-A.RODGERS PASS SHORT LEFT TO 22-A.RIPKOWSKI TO GB 41 FOR 8 YARDS (27-G.QUIN). PENALTY ON GB-81-G.ALLISON, ILLEGAL BLOCK ABOVE THE WAIST, DECLINED.",8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,0,0,,33,OWN,0,GB,0,ILLEGAL BLOCK ABOVE THE WAIST,0
2017010102,2017-01-01,2,0,23,GB,DET,1,10,25,"(:23) (SHOTGUN) PENALTY ON GB-12-A.RODGERS, DELAY OF GAME, 5 YARDS, ENFORCED AT GB 25 - NO PLAY.",0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,0,0,0,0,,25,OWN,1,GB,1,DELAY OF GAME,5
